PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.OrganismId,[1] EV_071A_R1_S2-A1_1_9412.d.PG.Quantity,[2] EV_071A_R2_S2-A2_1_9413.d.PG.Quantity,[3] EV_071A_R3_S2-A3_1_9414.d.PG.Quantity,[4] EV_071A_R4_S2-A4_1_9415.d.PG.Quantity
P06727,APOA4,Apolipoprotein A-IV,APOA4_HUMAN,9606,9165.901367,12269.34375,9121.942383,18424.54102
P06730,EIF4E,Eukaryotic translation initiation factor 4E,IF4E_HUMAN,9606,109.533371,143.9358826,73.42128754,153.9394379
P06732,CKM,Creatine kinase M-type,KCRM_HUMAN,9606,152.0730591,217.2637634,118.3460083,182.7400055
P06733,ENO1,Alpha-enolase,ENOA_HUMAN,9606,4283.670898,4965.947266,3441.919434,5633.009277
P06737,PYGL,"Glycogen phosphorylase, liver form",PYGL_HUMAN,9606,101.6447754,163.3916931,96.67366028,244.7801666
P06744,GPI,Glucose-6-phosphate isomerase,G6PI_HUMAN,9606,41.38225555,66.9262085,38.41628265,99.65362549
P06748,NPM1,Nucleophosmin,NPM_HUMAN,9606,18.49027824,16.90394211,8.733640671,17.31744194
P06753,TPM3,Tropomyosin alpha-3 chain,TPM3_HUMAN,9606,2134.873047,3586.296143,1535.075317,4294.167969
P06756,ITGAV,Integrin alpha-V,ITAV_HUMAN,9606,97.82899475,141.2523651,86.26745605,212.0233917
P06858,LPL,Lipoprotein lipase,LIPL_HUMAN,9606,127.9254227,210.6159668,110.5241089,182.2770081
P06899;P23527;P33778;Q16778,H2BC11;H2BC17;H2BC3;H2BC21,Histone H2B type 1-J;Histone H2B type 1-O;Histone H2B type 1-B;Histone H2B type 2-E,H2B1J_HUMAN;H2B1O_HUMAN;H2B1B_HUMAN;H2B2E_HUMAN,9606,348.4564819,370.3789063,218.1187592,1093.787964
P07093,SERPINE2,Glia-derived nexin,GDN_HUMAN,9606,293.2562866,453.1218872,264.114502,442.583313
P07099,EPHX1,Epoxide hydrolase 1,HYEP_HUMAN,9606,83.65162659,118.3951874,79.35128784,186.7148285
P07195,LDHB,L-lactate dehydrogenase B chain,LDHB_HUMAN,9606,411.0667419,731.3006592,412.3413696,1180.266602
P07203,GPX1,Glutathione peroxidase 1,GPX1_HUMAN,9606,1100.269531,1847.994995,921.7981567,2134.545166
P07225,PROS1,Vitamin K-dependent protein S,PROS_HUMAN,9606,1561.377075,2630.453613,1541.58606,2662.709717
P07237,P4HB,Protein disulfide-isomerase,PDIA1_HUMAN,9606,300.864563,445.3420105,308.6246033,717.3394165
P07305,H1-0,Histone H1.0,H10_HUMAN,9606,99.01735687,121.3414307,77.42280579,152.1079102
P07327,ADH1A,Alcohol dehydrogenase 1A,ADH1A_HUMAN,9606,30.56014824,49.61981583,36.83346558,49.82453918
P07332,FES,Tyrosine-protein kinase Fes/Fps,FES_HUMAN,9606,23.24144363,20.43167686,7.551525593,21.40305328
P07339,CTSD,Cathepsin D,CATD_HUMAN,9606,277.5990601,364.6683044,228.9181976,461.1090393
P07355,ANXA2,Annexin A2,ANXA2_HUMAN,9606,71.23865509,42.47112656,37.04671478,58.30490875
P07357,C8A,Complement component C8 alpha chain,CO8A_HUMAN,9606,554.4165649,877.3061523,536.3082886,833.6790771
P07358,C8B,Complement component C8 beta chain,CO8B_HUMAN,9606,1599.613037,2655.399658,1471.14563,1881.121582
P07359,GP1BA,Platelet glycoprotein Ib alpha chain,GP1BA_HUMAN,9606,12748.13672,21333.18359,14495.33594,33439.40234
P07360,C8G,Complement component C8 gamma chain,CO8G_HUMAN,9606,333.3124084,550.9328613,328.7496643,503.0320129
P07384,CAPN1,Calpain-1 catalytic subunit,CAN1_HUMAN,9606,884.8027344,1424.133545,722.1461792,1728.152222
P07437,TUBB,Tubulin beta chain,TBB5_HUMAN,9606,6832.068359,10335.33887,4349.129883,11606.63477
P07451,CA3,Carbonic anhydrase 3,CAH3_HUMAN,9606,20.45970345,56.7071228,18.99977303,35.16690826
P07585,DCN,Decorin,PGS2_HUMAN,9606,21.86402893,30.32949829,29.82052231,55.53638458
P07602,PSAP,Prosaposin,SAP_HUMAN,9606,9.025274277,11.93449402,18.69226837,14.00832558
P07686,HEXB,Beta-hexosaminidase subunit beta,HEXB_HUMAN,9606,26.75657082,62.08509827,25.07573891,58.12209702
P07711,CTSL,Procathepsin L,CATL1_HUMAN,9606,54.74790955,59.29713058,33.37504959,58.8366127
P07737,PFN1,Profilin-1,PROF1_HUMAN,9606,4925.32959,6896.813477,4283.217285,7250.430664
P07741,APRT,Adenine phosphoribosyltransferase,APT_HUMAN,9606,130.7991333,186.4917908,120.9226761,221.4056244
P07814,EPRS1,Bifunctional glutamate/proline--tRNA ligase,SYEP_HUMAN,9606,53.19107056,80.02786255,33.33240891,74.55308533
P07858,CTSB,Cathepsin B,CATB_HUMAN,9606,29.49665642,38.32409286,16.78006744,49.77017975
P07900,HSP90AA1,Heat shock protein HSP 90-alpha,HS90A_HUMAN,9606,190.8854828,303.4121704,150.7245331,357.6331787
P07910,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,HNRPC_HUMAN,9606,128.2654724,181.9757843,118.239006,133.7572174
P07942,LAMB1,Laminin subunit beta-1,LAMB1_HUMAN,9606,18.31526375,24.53697777,16.23470879,44.39954758
P07947,YES1,Tyrosine-protein kinase Yes,YES_HUMAN,9606,1139.733765,1772.598877,883.7983398,2073.241943
P07948,LYN,Tyrosine-protein kinase Lyn,LYN_HUMAN,9606,270.3085022,394.3258362,191.1515808,530.098999
P07951,TPM2,Tropomyosin beta chain,TPM2_HUMAN,9606,200.285202,313.038269,190.7678223,433.145874
P07954,FH,"Fumarate hydratase, mitochondrial",FUMH_HUMAN,9606,20597.68555,27737.96875,17751.29688,43937.75781
P07988,SFTPB,Pulmonary surfactant-associated protein B,PSPB_HUMAN,9606,10.38610935,20.90338707,7.213564873,19.68854713
P07996,THBS1,Thrombospondin-1,TSP1_HUMAN,9606,15678.08008,24291.25977,10906.50098,28737.24414
P08134,RHOC,Rho-related GTP-binding protein RhoC,RHOC_HUMAN,9606,88.49385071,98.20897675,99.33654785,159.1855621
P08174,CD55,Complement decay-accelerating factor,DAF_HUMAN,9606,647.1157837,714.2562866,607.1085205,885.2342529
P08185,SERPINA6,Corticosteroid-binding globulin,CBG_HUMAN,9606,104.1928482,235.4658813,89.94863129,168.710144
P08195,SLC3A2,Amino acid transporter heavy chain SLC3A2,4F2_HUMAN,9606,58.97341156,95.36858368,61.91754532,165.5116577
P08236,GUSB,Beta-glucuronidase,BGLR_HUMAN,9606,24.480196,34.78832626,21.91791725,50.59976959
P08237,PFKM,"ATP-dependent 6-phosphofructokinase, muscle type",PFKAM_HUMAN,9606,8.783977509,12.31025887,16.11528206,10.95693779
P08238,HSP90AB1,Heat shock protein HSP 90-beta,HS90B_HUMAN,9606,439.8667297,690.1917725,345.3207397,708.4086304
P08240,SRPRA,Signal recognition particle receptor subunit alpha,SRPRA_HUMAN,9606,64.20170593,95.98641968,45.58681107,111.876976
P08246,ELANE,Neutrophil elastase,ELNE_HUMAN,9606,31.69743538,67.33988953,29.87579346,54.59726334
P08253,MMP2,72 kDa type IV collagenase,MMP2_HUMAN,9606,10.376688,24.68799019,16.88069153,21.10606194
P08254,MMP3,Stromelysin-1,MMP3_HUMAN,9606,36.48253632,69.4785614,17.55540085,38.34837723
P08311,CTSG,Cathepsin G,CATG_HUMAN,9606,144.0464478,199.2420807,108.0478592,290.1962891
P08319,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,ADH4_HUMAN,9606,104.0729828,189.5967102,56.83163452,140.0587311
P08493,MGP,Matrix Gla protein,MGP_HUMAN,9606,221.0970154,447.5137939,192.1183014,257.8993225
P08514,ITGA2B,Integrin alpha-IIb,ITA2B_HUMAN,9606,47523.10938,79066.27344,47598.79297,110574.9531
P08519,LPA,Apolipoprotein(a),APOA_HUMAN,9606,3652.522461,7434.701172,5100.835449,8146.012207
P08559,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",ODPA_HUMAN,9606,143.20784,272.7439575,125.1649399,311.1010132
P08567,PLEK,Pleckstrin,PLEK_HUMAN,9606,5968.178711,5688.559082,3867.72998,5820.189941
P08571,CD14,Monocyte differentiation antigen CD14,CD14_HUMAN,9606,162.8805237,273.911499,133.9371033,235.4688721
P08572,COL4A2,Collagen alpha-2(IV) chain,CO4A2_HUMAN,9606,17.79043579,13.27728653,33.01457977,23.46573639
P08574,CYC1,"Cytochrome c1, heme protein, mitochondrial",CY1_HUMAN,9606,186.996994,278.8275452,150.8264313,470.9937744
P08575,PTPRC,Receptor-type tyrosine-protein phosphatase C,PTPRC_HUMAN,9606,92.90315247,154.5706635,84.15598297,229.2172089
P08603,CFH,Complement factor H,CFAH_HUMAN,9606,16848.19141,24161.38086,15320.89648,20767.6582
P08637,FCGR3A,Low affinity immunoglobulin gamma Fc region receptor III-A,FCG3A_HUMAN,9606,20.45321846,26.97139931,14.56483841,38.58379745
P08648,ITGA5,Integrin alpha-5,ITA5_HUMAN,9606,202.4102783,371.9914856,216.8244171,560.083252
P08670,VIM,Vimentin,VIME_HUMAN,9606,606.59021,918.7420044,602.9389038,1480.595337
P08697,SERPINF2,Alpha-2-antiplasmin,A2AP_HUMAN,9606,1393.060913,2411.797607,1330.690674,3834.743896
P08709,F7,Coagulation factor VII,FA7_HUMAN,9606,32.93727493,57.31634521,30.60304832,47.57745743
P08727,KRT19,"Keratin, type I cytoskeletal 19",K1C19_HUMAN,9606,58.59134674,22.55718231,31.88527298,NaN
P08729,KRT7,"Keratin, type II cytoskeletal 7",K2C7_HUMAN,9606,29.17852783,10.62321663,1.662340522,NaN
P08754,GNAI3,Guanine nucleotide-binding protein G(i) subunit alpha-3,GNAI3_HUMAN,9606,86.73223877,103.9455948,71.55214691,191.2770233
P08758,ANXA5,Annexin A5,ANXA5_HUMAN,9606,20.03653336,49.24749756,29.76332855,77.81698608
P08779,KRT16,"Keratin, type I cytoskeletal 16",K1C16_HUMAN,9606,19.46341705,17.87256241,84.36556244,270.9618835
P08865,RPSA,Small ribosomal subunit protein uS2,RSSA_HUMAN,9606,28.91716576,45.01939011,16.59303856,52.90802002
P08913,ADRA2A,Alpha-2A adrenergic receptor,ADA2A_HUMAN,9606,22.91779518,31.44682503,28.41766548,53.30546951
P08962,CD63,CD63 antigen,CD63_HUMAN,9606,313.6932678,569.1536255,285.7185974,891.1668701
P09001,MRPL3,Large ribosomal subunit protein uL3m,RM03_HUMAN,9606,1101.187134,1334.275879,1327.6604,1641.884155
P09012,SNRPA,U1 small nuclear ribonucleoprotein A,SNRPA_HUMAN,9606,47.2958107,41.37605286,35.55870438,50.03418732
P09104,ENO2,Gamma-enolase,ENOG_HUMAN,9606,133.7218018,149.2431488,87.56074524,166.4632568
P09110,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",THIK_HUMAN,9606,108.6319809,173.0415497,69.32852173,171.4032135
P09172,DBH,Dopamine beta-hydroxylase,DOPO_HUMAN,9606,7.233383179,26.08400345,1.886747599,17.66242218
P09211,GSTP1,Glutathione S-transferase P,GSTP1_HUMAN,9606,134.1889954,206.1484375,88.08410645,223.9144897
P09382,LGALS1,Galectin-1,LEG1_HUMAN,9606,59.86501694,77.80509949,43.6942749,91.64299774
P09417,QDPR,Dihydropteridine reductase,DHPR_HUMAN,9606,24.97516441,46.1938591,18.82719612,51.38770294
P09429,HMGB1,High mobility group protein B1,HMGB1_HUMAN,9606,143.8500366,233.5121307,74.19269562,172.0764618
P09486,SPARC,SPARC,SPRC_HUMAN,9606,274.1130676,451.9743347,207.5483856,632.2904053
P09493,TPM1,Tropomyosin alpha-1 chain,TPM1_HUMAN,9606,1468.388306,1940.160889,1286.457642,2765.317383
P09496,CLTA,Clathrin light chain A,CLCA_HUMAN,9606,363.3461304,523.7572632,273.68927,771.418457
P09497,CLTB,Clathrin light chain B,CLCB_HUMAN,9606,24.99904633,51.0714798,21.00898552,57.31680679
P09529,INHBB,Inhibin beta B chain,INHBB_HUMAN,9606,55.63486481,85.43084717,38.79785919,64.32488251
P09543,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",CN37_HUMAN,9606,100.3370514,182.6868591,79.72151947,163.2318268
P09622,DLD,"Dihydrolipoyl dehydrogenase, mitochondrial",DLDH_HUMAN,9606,264.0979004,388.8690491,263.1047974,571.9436035
P09651,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,ROA1_HUMAN,9606,226.7978821,339.8839417,132.6856232,252.9576721
P09668,CTSH,Pro-cathepsin H,CATH_HUMAN,9606,213.6515503,273.8916931,121.6850815,251.239624
P09669,COX6C,Cytochrome c oxidase subunit 6C,COX6C_HUMAN,9606,76.16012573,272.0774841,57.57039261,197.5588531
P09769,FGR,Tyrosine-protein kinase Fgr,FGR_HUMAN,9606,18.39968872,23.29663849,11.5981493,34.18101501
P09871,C1S,Complement C1s subcomponent,C1S_HUMAN,9606,2145.089844,3736.168945,2065.662354,4224.536621
P09958,FURIN,Furin,FURIN_HUMAN,9606,11.48225021,18.20755768,14.44470787,32.46879959
P09960,LTA4H,Leukotriene A-4 hydrolase,LKHA4_HUMAN,9606,69.58553314,92.52819061,55.11701584,104.8888855
P09972,ALDOC,Fructose-bisphosphate aldolase C,ALDOC_HUMAN,9606,8.02589798,29.69630814,16.43543816,32.00231934
P0C0L4,C4A,Complement C4-A,CO4A_HUMAN,9606,13067.16211,21730.92578,12143.31152,22715.11914
P0C0L5,C4B,Complement C4-B,CO4B_HUMAN,9606,3861.263428,5426.898926,3886.724609,5062.445313
P0C0S5;Q71UI9,H2AZ1;H2AZ2,Histone H2A.Z;Histone H2A.V,H2AZ_HUMAN;H2AV_HUMAN,9606,41.30740738,69.39840698,27.40147209,107.8923111
P0C7M8,CLEC2L,C-type lectin domain family 2 member L,CLC2L_HUMAN,9606,51.95909119,64.04473114,35.62278366,101.2300873
P0C7P3,SLFN14,Protein SLFN14,SLN14_HUMAN,9606,106.8851013,153.9501801,75.32218933,159.8614655
P0CG47;P0CG48;P62979;P62987,UBB;UBC;RPS27A;UBA52,Polyubiquitin-B;Polyubiquitin-C;Ubiquitin-ribosomal protein eS31 fusion protein;Ubiquitin-ribosomal protein eL40 fusion protein,UBB_HUMAN;UBC_HUMAN;RS27A_HUMAN;RL40_HUMAN,9606,932.2747192,1663.904297,826.6500244,2148.847656
P0DI81;P0DI82,TRAPPC2;TRAPPC2B,Trafficking protein particle complex subunit 2;Trafficking protein particle complex subunit 2B,TPC2A_HUMAN;TPC2B_HUMAN,9606,6.415721416,11.42277718,9.388832092,17.46100044
P0DJI8,SAA1,Serum amyloid A-1 protein,SAA1_HUMAN,9606,1578.979126,2243.790771,983.9816895,1956.148926
P0DJI9,SAA2,Serum amyloid A-2 protein,SAA2_HUMAN,9606,2010.01062,3275.791016,1817.920288,2392.752197
P0DME0;Q01105,SETSIP;SET,Protein SETSIP;Protein SET,SETLP_HUMAN;SET_HUMAN,9606,20.47484589,NaN,NaN,NaN
P0DMM9;P0DMN0,SULT1A3;SULT1A4,Sulfotransferase 1A3;Sulfotransferase 1A4,ST1A3_HUMAN;ST1A4_HUMAN,9606,62.14957809,102.4073181,35.75224304,102.9801025
P0DMV8;P0DMV9,HSPA1A;HSPA1B,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HS71A_HUMAN;HS71B_HUMAN,9606,1157.494263,1813.752197,962.6570435,2052.490479
P0DOX2,,Immunoglobulin alpha-2 heavy chain,IGA2_HUMAN,9606,258.7445068,557.1184692,267.2888184,439.9625549
P0DOX3,,Immunoglobulin delta heavy chain,IGD_HUMAN,9606,513.1654663,891.1893311,453.0670776,682.8120728
P0DOX5,,Immunoglobulin gamma-1 heavy chain,IGG1_HUMAN,9606,64752.61328,94638.21875,69004.57813,79004.58594
P0DOX7,,Immunoglobulin kappa light chain,IGK_HUMAN,9606,11288.42188,23959.80273,10139.52148,18366.71484
P0DOX8,,Immunoglobulin lambda-1 light chain,IGL1_HUMAN,9606,10577.0957,12327.49219,9768.870117,11681.30957
P0DOY2;P0DOY3,IGLC2;IGLC3,Immunoglobulin lambda constant 2;Immunoglobulin lambda constant 3,IGLC2_HUMAN;IGLC3_HUMAN,9606,26433.19727,34383.62891,24716.23828,31960.15039
P0DP01,IGHV1-8,Immunoglobulin heavy variable 1-8,HV108_HUMAN,9606,25.6354351,35.08647537,12.96958542,23.07074928
P0DP23;P0DP24;P0DP25,CALM1;CALM2;CALM3,Calmodulin-1;Calmodulin-2;Calmodulin-3,CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN,9606,197.355011,312.9546814,168.3548431,373.4457703
P0DPH7;P0DPH8,TUBA3C;TUBA3D,Tubulin alpha-3C chain;Tubulin alpha-3D chain,TBA3C_HUMAN;TBA3D_HUMAN,9606,172.2014465,314.1853943,62.43983459,237.8316193
P0DTE1,IGHV3-38-3,Probable non-functional immunoglobulin heavy variable 3-38-3,HV383_HUMAN,9606,95.22589874,206.5341644,86.75863647,268.975769
P10114,RAP2A,Ras-related protein Rap-2a,RAP2A_HUMAN,9606,461.7991333,640.6055908,451.5001526,877.7932129
P10124,SRGN,Serglycin,SRGN_HUMAN,9606,295.3544006,392.0430603,261.1635742,605.2783203
P10155,RO60,RNA-binding protein RO60,RO60_HUMAN,9606,19.32283211,22.18807411,9.077773094,23.48015785
P10301,RRAS,Ras-related protein R-Ras,RRAS_HUMAN,9606,129.0805054,270.7892761,99.80235291,319.2800293
P10321,HLA-C,"HLA class I histocompatibility antigen, C alpha chain",HLAC_HUMAN,9606,371.630249,767.8067627,336.0356445,1032.337646
P10398,ARAF,Serine/threonine-protein kinase A-Raf,ARAF_HUMAN,9606,47.95318604,62.24626923,35.48302841,73.502388
P10412,H1-4,Histone H1.4,H14_HUMAN,9606,4423.502441,5238.129395,4545.267578,6398.121582
P10515,DLAT,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",ODP2_HUMAN,9606,151.540329,263.0625,176.3465118,423.1027527
P10599,TXN,Thioredoxin,THIO_HUMAN,9606,251.053772,406.2704773,202.4597931,410.6679382
P10606,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B_HUMAN,9606,207.8318176,419.4147949,207.2119751,554.7545166
P10619,CTSA,Lysosomal protective protein,PPGB_HUMAN,9606,177.054657,316.1965332,194.1280823,429.8633118
P10620,MGST1,Microsomal glutathione S-transferase 1,MGST1_HUMAN,9606,40.11137772,48.90173721,35.02656174,73.40323639
P10643,C7,Complement component C7,CO7_HUMAN,9606,476.8114929,819.0192871,474.6542053,652.4395752
P10644,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,KAP0_HUMAN,9606,472.9680176,710.2201538,387.3466492,980.1184082
P10646,TFPI,Tissue factor pathway inhibitor,TFPI1_HUMAN,9606,130.2985535,155.1556396,145.8196259,217.1080017
P10720,PF4V1,Platelet factor 4 variant,PF4V_HUMAN,9606,14887.46289,30106.12695,12145.42969,13204.47754
P10768,ESD,S-formylglutathione hydrolase,ESTD_HUMAN,9606,145.8432465,216.4901581,140.3109589,242.9134674
P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",CH60_HUMAN,9606,1483.119751,2143.991455,1378.969116,2883.091797
P10909,CLU,Clusterin,CLUS_HUMAN,9606,19245.30273,29047.08203,20243.35742,37670.85156
P11021,HSPA5,Endoplasmic reticulum chaperone BiP,BIP_HUMAN,9606,714.5795898,1171.979126,709.4586182,1569.959229
P11047,LAMC1,Laminin subunit gamma-1,LAMC1_HUMAN,9606,38.35567856,62.56666183,32.23824692,76.61235809
P11117,ACP2,Lysosomal acid phosphatase,PPAL_HUMAN,9606,67.92276001,102.9637985,66.12825775,166.5484467
P11142,HSPA8,Heat shock cognate 71 kDa protein,HSP7C_HUMAN,9606,1568.519043,2231.95459,1243.659424,2577.996826
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",GTR1_HUMAN,9606,164.4936066,302.1040649,162.4422302,543.5549927
P11169,SLC2A3,"Solute carrier family 2, facilitated glucose transporter member 3",GTR3_HUMAN,9606,6680.188965,10398.68652,7008.822266,19792.60156
P11171,EPB41,Protein 4.1,EPB41_HUMAN,9606,89.56906891,119.2675095,86.73018646,238.460083
P11172,UMPS,Uridine 5'-monophosphate synthase,UMPS_HUMAN,9606,72.46218109,119.7639236,59.96986771,114.6351395
P11177,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",ODPB_HUMAN,9606,242.4940491,495.7344971,247.8157043,653.7374878
P11182,DBT,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",ODB2_HUMAN,9606,131.5951691,222.3387146,137.2558136,296.4454346
P11215,ITGAM,Integrin alpha-M,ITAM_HUMAN,9606,41.69521713,94.50245667,43.89286804,135.0144501
P11216,PYGB,"Glycogen phosphorylase, brain form",PYGB_HUMAN,9606,255.5040588,436.1148682,204.0522308,487.769104
P11226,MBL2,Mannose-binding protein C,MBL2_HUMAN,9606,48.61383057,57.722435,37.74068069,71.05336761
P11233,RALA,Ras-related protein Ral-A,RALA_HUMAN,9606,24.38374901,29.00478172,19.8750267,49.4990654
P11234,RALB,Ras-related protein Ral-B,RALB_HUMAN,9606,315.7571716,498.563324,374.0835876,640.9273682
P11274,BCR,Breakpoint cluster region protein,BCR_HUMAN,9606,31.73414421,63.08392334,42.43732834,82.36325836
P11277,SPTB,"Spectrin beta chain, erythrocytic",SPTB1_HUMAN,9606,793.7596436,1410.671753,651.1212769,1836.463623
P11279,LAMP1,Lysosome-associated membrane glycoprotein 1,LAMP1_HUMAN,9606,483.4758911,791.7053833,530.989624,1137.064453
P11310,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM_HUMAN,9606,842.3320313,1312.609009,694.7276611,1660.59082
P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase,G6PD_HUMAN,9606,374.487854,599.8329468,248.0441895,646.0046387
P11441,UBL4A,Ubiquitin-like protein 4A,UBL4A_HUMAN,9606,74.15975952,207.1780853,66.82823944,168.630722
P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic",C1TC_HUMAN,9606,175.5364532,259.7628784,117.9029541,286.6138611
P11597,CETP,Cholesteryl ester transfer protein,CETP_HUMAN,9606,649.507019,863.5928955,655.3321533,657.4335327
P11766,ADH5,Alcohol dehydrogenase class-3,ADHX_HUMAN,9606,338.5587463,417.8978882,249.1369171,440.5909119
P11908,PRPS2,Ribose-phosphate pyrophosphokinase 2,PRPS2_HUMAN,9606,2.579844475,12.07060623,NaN,14.95767689
P11940,PABPC1,Polyadenylate-binding protein 1,PABP1_HUMAN,9606,648.4512329,1000.875793,487.0273743,914.5090332
P12074,COX6A1,"Cytochrome c oxidase subunit 6A1, mitochondrial",CX6A1_HUMAN,9606,37.56686783,121.0172806,55.97465134,142.5040894
P12081,HARS1,"Histidine--tRNA ligase, cytoplasmic",HARS1_HUMAN,9606,34.31145096,54.33863831,32.53196335,53.32923889
P12109,COL6A1,Collagen alpha-1(VI) chain,CO6A1_HUMAN,9606,105.2854385,151.1916962,95.11975098,228.8811035
P12110,COL6A2,Collagen alpha-2(VI) chain,CO6A2_HUMAN,9606,62.34335709,120.2188873,65.52980804,112.624939
P12111,COL6A3,Collagen alpha-3(VI) chain,CO6A3_HUMAN,9606,1349.325684,2136.400879,1139.47168,2153.481201
P12236,SLC25A6,ADP/ATP translocase 3,ADT3_HUMAN,9606,622.6995239,756.0800781,635.4509888,1273.045898
P12259,F5,Coagulation factor V,FA5_HUMAN,9606,6639.648438,10578.37109,6743.387207,16848.57422
P12268,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2,IMDH2_HUMAN,9606,49.50782013,72.37310791,48.33599472,98.53134918
P12273,PIP,Prolactin-inducible protein,PIP_HUMAN,9606,54.53881454,20.21664238,17.93186378,24.36698532
P12318,FCGR2A,Low affinity immunoglobulin gamma Fc region receptor II-a,FCG2A_HUMAN,9606,254.8556671,304.4961853,266.1656189,594.454895
P12429,ANXA3,Annexin A3,ANXA3_HUMAN,9606,8.512495041,18.72007942,5.904048443,25.62095833
P12694,BCKDHA,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",ODBA_HUMAN,9606,10.99105549,23.5901432,14.95482063,23.59253883
P12724,RNASE3,Eosinophil cationic protein,ECP_HUMAN,9606,534.315918,729.1708984,376.3136597,736.5621948
P12814,ACTN1,Alpha-actinin-1,ACTN1_HUMAN,9606,5108.249023,8449.59082,3485.129883,8548.615234
P12829,MYL4,Myosin light chain 4,MYL4_HUMAN,9606,7.37797451,16.9640522,6.744947433,16.72544861
P12830,CDH1,Cadherin-1,CADH1_HUMAN,9606,4076.684082,5861.538574,3626.199463,7321.319336
P12931,SRC,Proto-oncogene tyrosine-protein kinase Src,SRC_HUMAN,9606,695.7179565,1217.408813,484.7229614,1242.763184
P12955,PEPD,Xaa-Pro dipeptidase,PEPD_HUMAN,9606,24.11552811,54.15755463,27.66914558,53.50656891
P13073,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX41_HUMAN,9606,880.9871216,1315.610474,961.805603,2296.883057
P13164;Q01628;Q01629,IFITM1;IFITM3;IFITM2,Interferon-induced transmembrane protein 1;Interferon-induced transmembrane protein 3;Interferon-induced transmembrane protein 2,IFM1_HUMAN;IFM3_HUMAN;IFM2_HUMAN,9606,0.98102659,2.811998844,NaN,3.737393141
P13224,GP1BB,Platelet glycoprotein Ib beta chain,GP1BB_HUMAN,9606,22869.33984,35273.78906,24776.23438,57569.48438
P13473,LAMP2,Lysosome-associated membrane glycoprotein 2,LAMP2_HUMAN,9606,80.28997803,83.48838806,55.26892471,116.2150497
